epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,25.5241,1.6553,15.9189,2.22434,0.44703,0.08186,0.07202,0.06813,0.70502,5.19047,1.66975,4.27556e-05,4.27556e-05,4.27556e-05
2,50.4484,0.93646,6.01863,1.81953,0.73661,0.34544,0.35836,0.34431,0.62476,2.42287,1.60946,8.43843e-05,8.43843e-05,8.43843e-05
3,75.3618,0.88373,3.92582,1.7698,0.64172,0.55079,0.54255,0.52242,0.60032,1.83135,1.59948,0.000124297,0.000124297,0.000124297
4,100.105,0.84504,2.95309,1.75117,0.61429,0.72136,0.69255,0.67216,0.55987,1.43333,1.58032,0.000122278,0.000122278,0.000122278
5,124.958,0.81954,2.50081,1.74185,0.71986,0.78601,0.76521,0.73764,0.58094,1.26271,1.59216,0.000119704,0.000119704,0.000119704
6,149.761,0.77365,2.15421,1.73894,0.69242,0.82977,0.8009,0.77825,0.54378,1.22591,1.57611,0.00011713,0.00011713,0.00011713
7,174.505,0.76934,1.96049,1.72962,0.73866,0.85032,0.8482,0.82865,0.51971,1.09387,1.57075,0.000114556,0.000114556,0.000114556
8,199.338,0.7451,1.79639,1.72541,0.72349,0.85611,0.83685,0.81464,0.525,1.07877,1.57071,0.000111982,0.000111982,0.000111982
9,223.746,0.7496,1.72088,1.72164,0.70228,0.9085,0.84887,0.8239,0.52912,1.05169,1.56971,0.000109408,0.000109408,0.000109408
10,246.926,0.73302,1.61182,1.71444,0.75441,0.8986,0.86642,0.84754,0.49072,1.02838,1.56122,0.000106834,0.000106834,0.000106834
11,270.933,0.69826,1.5571,1.71608,0.77288,0.91212,0.86292,0.84555,0.47724,0.96999,1.55873,0.00010426,0.00010426,0.00010426
12,295.58,0.68569,1.49993,1.70281,0.71627,0.9316,0.86817,0.84959,0.4954,0.97559,1.56377,0.000101686,0.000101686,0.000101686
13,320.387,0.67162,1.42195,1.70459,0.7276,0.93455,0.86049,0.84403,0.47493,0.98284,1.56027,9.9112e-05,9.9112e-05,9.9112e-05
14,344.971,0.65856,1.37449,1.69577,0.73702,0.9289,0.87541,0.8564,0.49374,0.96799,1.56367,9.6538e-05,9.6538e-05,9.6538e-05
15,369.632,0.65894,1.35286,1.69702,0.7385,0.94633,0.87291,0.85796,0.46769,0.9529,1.55591,9.3964e-05,9.3964e-05,9.3964e-05
16,393.72,0.66865,1.32311,1.70087,0.72387,0.93429,0.8554,0.84064,0.45988,1.00385,1.5527,9.139e-05,9.139e-05,9.139e-05
17,417.746,0.62214,1.26559,1.68918,0.77552,0.93174,0.87372,0.85955,0.46667,0.89168,1.55696,8.8816e-05,8.8816e-05,8.8816e-05
18,442.831,0.62907,1.23852,1.68213,0.77392,0.92237,0.88255,0.87157,0.44267,0.88039,1.55287,8.6242e-05,8.6242e-05,8.6242e-05
19,467.68,0.64144,1.25601,1.7083,0.73557,0.94971,0.86469,0.85304,0.45573,0.92822,1.55462,8.3668e-05,8.3668e-05,8.3668e-05
20,492.401,0.61718,1.21483,1.6824,0.72038,0.95024,0.8788,0.86387,0.4465,0.91158,1.55191,8.1094e-05,8.1094e-05,8.1094e-05
21,517.062,0.60065,1.18783,1.68315,0.75861,0.95197,0.87838,0.86543,0.44484,0.88168,1.55488,7.852e-05,7.852e-05,7.852e-05
22,541.71,0.6078,1.14568,1.6841,0.7676,0.94212,0.87539,0.86409,0.42428,0.89312,1.54589,7.5946e-05,7.5946e-05,7.5946e-05
23,566.307,0.58403,1.11497,1.67554,0.78729,0.93974,0.8809,0.87155,0.41558,0.86166,1.54544,7.3372e-05,7.3372e-05,7.3372e-05
24,590.953,0.58077,1.13049,1.68011,0.75236,0.94962,0.86574,0.85579,0.42523,0.87973,1.54728,7.0798e-05,7.0798e-05,7.0798e-05
25,615.681,0.5741,1.1217,1.67289,0.75791,0.94501,0.86898,0.86096,0.40903,0.89254,1.54245,6.8224e-05,6.8224e-05,6.8224e-05
26,640.323,0.57181,1.06819,1.6822,0.75405,0.96294,0.87083,0.86111,0.4181,0.86355,1.5418,6.565e-05,6.565e-05,6.565e-05
27,665.062,0.56617,1.09647,1.67767,0.77362,0.95781,0.87615,0.86445,0.42722,0.89163,1.54505,6.3076e-05,6.3076e-05,6.3076e-05
28,689.84,0.56432,1.05742,1.68179,0.72272,0.95512,0.87152,0.8627,0.40259,0.91733,1.54117,6.0502e-05,6.0502e-05,6.0502e-05
29,714.607,0.54406,1.04161,1.67015,0.78288,0.93265,0.87124,0.86409,0.38851,0.85737,1.53723,5.7928e-05,5.7928e-05,5.7928e-05
30,739.211,0.54554,1.0487,1.66768,0.76656,0.93691,0.88242,0.86989,0.39461,0.93116,1.53967,5.5354e-05,5.5354e-05,5.5354e-05
31,763.766,0.53739,1.03359,1.67264,0.76809,0.9467,0.87964,0.87081,0.38901,0.88313,1.53906,5.278e-05,5.278e-05,5.278e-05
32,788.893,0.53573,1.00635,1.66163,0.75934,0.92013,0.88045,0.87122,0.3931,0.92282,1.53943,5.0206e-05,5.0206e-05,5.0206e-05
