epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1764.33,0.50372,0.90741,0.92773,0.78296,0.99275,0.8851,0.83499,0.35242,0.5502,0.80163,9.802e-05,9.802e-05,9.802e-05
43,1818,0.49942,0.90425,0.9307,0.79432,0.99015,0.87693,0.82199,0.35969,0.53316,0.80141,9.724e-05,9.724e-05,9.724e-05
44,1858.27,0.49117,0.88886,0.91949,0.79196,0.98797,0.87638,0.83881,0.30968,0.5375,0.79444,9.646e-05,9.646e-05,9.646e-05
45,1898.56,0.48872,0.88225,0.91837,0.79711,0.97257,0.88257,0.84502,0.30284,0.54124,0.79097,9.568e-05,9.568e-05,9.568e-05
46,1944.87,0.47472,0.84876,0.91593,0.77707,0.98371,0.88076,0.85538,0.26689,0.52011,0.78415,9.49e-05,9.49e-05,9.49e-05
47,1988.76,0.51532,0.87423,0.92891,0.78105,0.99392,0.87681,0.79802,0.45336,0.54538,0.82136,9.412e-05,9.412e-05,9.412e-05
48,2035.78,0.49767,0.87324,0.91956,0.78849,0.97657,0.87311,0.84386,0.27694,0.52888,0.78702,9.334e-05,9.334e-05,9.334e-05
49,2079.73,0.48117,0.86004,0.91776,0.79568,0.98304,0.88289,0.83872,0.32762,0.53287,0.79635,9.256e-05,9.256e-05,9.256e-05
50,2121.34,0.46501,0.83254,0.91402,0.78744,0.99106,0.87704,0.84192,0.31131,0.51819,0.79116,9.178e-05,9.178e-05,9.178e-05
51,2165.06,0.46061,0.82498,0.91035,0.79182,0.98107,0.87848,0.84926,0.28432,0.52337,0.78546,9.1e-05,9.1e-05,9.1e-05
52,2205.35,0.46096,0.84797,0.91108,0.78369,0.98651,0.8799,0.84011,0.30758,0.52901,0.79242,9.022e-05,9.022e-05,9.022e-05
53,2252.25,0.47422,0.84887,0.91732,0.79103,0.98082,0.87612,0.84969,0.26658,0.52648,0.78389,8.944e-05,8.944e-05,8.944e-05
54,2291.3,0.48167,0.84255,0.91585,0.78781,0.98361,0.88028,0.8441,0.31298,0.53063,0.79137,8.866e-05,8.866e-05,8.866e-05
55,2331.71,0.46107,0.8465,0.91199,0.782,0.99107,0.87839,0.8399,0.30899,0.52335,0.78974,8.788e-05,8.788e-05,8.788e-05
56,2372.06,0.46778,0.82749,0.91093,0.79129,0.98291,0.8824,0.8289,0.35019,0.53252,0.79925,8.71e-05,8.71e-05,8.71e-05
57,2414.08,0.45715,0.81077,0.90655,0.7936,0.97992,0.87994,0.85004,0.27523,0.5085,0.78376,8.632e-05,8.632e-05,8.632e-05
58,2465.25,0.45155,0.83154,0.90787,0.7947,0.98636,0.88455,0.85738,0.28051,0.50969,0.78505,8.554e-05,8.554e-05,8.554e-05
59,2526.3,0.44887,0.80633,0.90467,0.77939,0.98604,0.8798,0.84324,0.30938,0.52306,0.78907,8.476e-05,8.476e-05,8.476e-05
60,2569.44,0.44703,0.80773,0.9054,0.78568,0.98535,0.88872,0.86362,0.27446,0.50597,0.78391,8.398e-05,8.398e-05,8.398e-05
61,2615,0.45886,0.81632,0.91016,0.79269,0.98914,0.88026,0.8335,0.34885,0.52122,0.79628,8.32e-05,8.32e-05,8.32e-05
62,2663.28,0.45573,0.80231,0.9087,0.7986,0.98007,0.87806,0.84414,0.3077,0.51698,0.78793,8.242e-05,8.242e-05,8.242e-05
63,2709.99,0.45063,0.82253,0.90651,0.80699,0.98262,0.88609,0.86345,0.26166,0.50559,0.78254,8.164e-05,8.164e-05,8.164e-05
64,2770.91,0.44053,0.80802,0.90196,0.78812,0.9891,0.89056,0.85959,0.27578,0.50049,0.78496,8.086e-05,8.086e-05,8.086e-05
