epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,715.029,0.24267,0.50083,0.8256,0.80547,0.96554,0.88547,0.87688,0.18918,0.43838,0.76391,2.9614e-05,2.9614e-05,2.9614e-05
41,753.598,0.19259,0.45016,0.78681,0.78851,0.97126,0.88828,0.88072,0.18621,0.44315,0.7635,2.704e-05,2.704e-05,2.704e-05
42,772.264,0.18918,0.43846,0.78576,0.79718,0.97593,0.88364,0.87767,0.18492,0.43003,0.76325,2.4466e-05,2.4466e-05,2.4466e-05
43,790.788,0.18787,0.43581,0.78898,0.79852,0.9675,0.88517,0.87802,0.18145,0.43889,0.76203,2.1892e-05,2.1892e-05,2.1892e-05
44,809.237,0.18426,0.42755,0.79026,0.80545,0.96321,0.88011,0.87255,0.1826,0.43413,0.76245,1.9318e-05,1.9318e-05,1.9318e-05
45,827.593,0.18167,0.42352,0.78536,0.79282,0.9744,0.88251,0.8762,0.18069,0.43523,0.76243,1.6744e-05,1.6744e-05,1.6744e-05
46,846.363,0.18034,0.41527,0.79156,0.79687,0.97191,0.88081,0.87462,0.17755,0.4345,0.76154,1.417e-05,1.417e-05,1.417e-05
47,864.815,0.17805,0.41164,0.78488,0.79816,0.96644,0.88138,0.87488,0.17672,0.43688,0.76125,1.1596e-05,1.1596e-05,1.1596e-05
48,883.142,0.17861,0.40982,0.79343,0.7982,0.96771,0.88431,0.87831,0.17632,0.43571,0.76153,9.022e-06,9.022e-06,9.022e-06
49,901.538,0.17445,0.4058,0.78659,0.79831,0.96906,0.88662,0.88026,0.17491,0.43822,0.76101,6.448e-06,6.448e-06,6.448e-06
50,919.847,0.1774,0.40337,0.78433,0.79727,0.97092,0.88579,0.88076,0.175,0.43578,0.76097,3.874e-06,3.874e-06,3.874e-06
