epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,783.024,0.42273,0.85627,0.88668,0.79766,0.98364,0.87883,0.85025,0.28383,0.53461,0.79125,2.9614e-05,2.9614e-05,2.9614e-05
41,838.787,0.34493,0.84792,0.82296,0.79246,0.98386,0.87574,0.84519,0.28432,0.55284,0.79244,2.704e-05,2.704e-05,2.704e-05
42,856.848,0.34035,0.81496,0.82134,0.80447,0.96932,0.8785,0.86179,0.24,0.53873,0.78457,2.4466e-05,2.4466e-05,2.4466e-05
43,875.415,0.32672,0.79965,0.82181,0.79427,0.97639,0.88591,0.86869,0.24013,0.54749,0.78557,2.1892e-05,2.1892e-05,2.1892e-05
44,895.133,0.31983,0.79946,0.81674,0.79363,0.98731,0.87781,0.85645,0.25232,0.54087,0.78637,1.9318e-05,1.9318e-05,1.9318e-05
45,915.208,0.32747,0.79038,0.82057,0.79522,0.98693,0.87778,0.86052,0.2406,0.53652,0.78421,1.6744e-05,1.6744e-05,1.6744e-05
46,934.889,0.30597,0.78135,0.81241,0.79702,0.98367,0.87697,0.85288,0.2604,0.53669,0.78631,1.417e-05,1.417e-05,1.417e-05
47,954.642,0.3206,0.7778,0.81511,0.79713,0.98805,0.87836,0.85731,0.24829,0.53497,0.78464,1.1596e-05,1.1596e-05,1.1596e-05
48,974.978,0.31011,0.77942,0.81422,0.79875,0.9792,0.87311,0.85468,0.24293,0.52944,0.78396,9.022e-06,9.022e-06,9.022e-06
49,997.961,0.31751,0.77011,0.8164,0.80147,0.98064,0.87706,0.85367,0.25858,0.53269,0.78623,6.448e-06,6.448e-06,6.448e-06
50,1020.18,0.31805,0.77345,0.8179,0.80024,0.9839,0.8752,0.85253,0.258,0.52931,0.78631,3.874e-06,3.874e-06,3.874e-06
