epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,69.0871,0.64235,2.47723,1.04602,0.32951,0.62923,0.39163,0.3262,0.75687,inf,1.24944,0.0674459,0.000328829,0.000328829
2,132.971,0.51133,1.25674,0.90774,0.45742,0.58273,0.46537,0.40302,0.57687,10.7093,0.9615,0.0344299,0.00064612,0.00064612
3,195.428,0.47209,0.99268,0.89362,0.5191,0.66772,0.61332,0.52004,0.63786,2.93951,0.98056,0.00135184,0.000901385,0.000901385
1,70.3813,0.70262,2.05001,1.04955,0.54234,0.69975,0.67886,0.62776,0.41459,1.77097,0.86285,0.067223,0.000331081,0.000331081
2,139.567,0.6291,1.22264,0.98462,0.5924,0.84884,0.79624,0.71508,0.47722,1.0563,0.89458,0.0342228,0.000664252,0.000664252
3,207.014,0.60872,1.07955,0.98433,0.61778,0.73146,0.72145,0.63784,0.51577,1.54722,0.92603,0.001222,0.000996773,0.000996773
4,272.392,0.59899,0.99904,0.98305,0.67038,0.88567,0.85983,0.78874,0.42963,0.77195,0.8715,0.000997803,0.000997803,0.000997803
5,339.891,0.5555,0.90723,0.95887,0.67516,0.92134,0.85246,0.78376,0.41924,0.71607,0.86321,0.000996097,0.000996097,0.000996097
6,405.528,0.55733,0.84678,0.95859,0.73548,0.90325,0.87005,0.79885,0.41602,0.6845,0.87882,0.000993906,0.000993906,0.000993906
7,472.676,0.54285,0.8016,0.94986,0.75101,0.9554,0.87653,0.8161,0.39655,0.61182,0.85625,0.000991232,0.000991232,0.000991232
8,539.916,0.52428,0.76851,0.94378,0.76447,0.97584,0.88763,0.82461,0.39767,0.53695,0.84896,0.000988079,0.000988079,0.000988079
9,607.449,0.51877,0.72954,0.93803,0.77322,0.96113,0.86865,0.80103,0.4069,0.56697,0.84958,0.000984449,0.000984449,0.000984449
10,672.606,0.50276,0.70959,0.93237,0.73751,0.98627,0.87397,0.81651,0.36165,0.51353,0.8384,0.000980345,0.000980345,0.000980345
11,737.835,0.51272,0.70956,0.93509,0.77448,0.98171,0.88537,0.84614,0.33387,0.50678,0.83108,0.000975773,0.000975773,0.000975773
12,804.963,0.49751,0.67801,0.92689,0.76631,0.96416,0.89508,0.84273,0.35708,0.54318,0.83463,0.000970736,0.000970736,0.000970736
13,869.799,0.48723,0.66329,0.9237,0.76974,0.97034,0.89877,0.84502,0.37839,0.53757,0.83997,0.000965239,0.000965239,0.000965239
14,936.916,0.47498,0.66949,0.9203,0.75732,0.99123,0.89775,0.85607,0.32184,0.49445,0.8246,0.000959289,0.000959289,0.000959289
15,1005.15,0.47445,0.6515,0.92217,0.77688,0.98487,0.88433,0.84295,0.32234,0.49462,0.82094,0.000952889,0.000952889,0.000952889
16,1070.08,0.46584,0.64069,0.92157,0.78598,0.96659,0.90088,0.86498,0.29427,0.47775,0.81194,0.000946048,0.000946048,0.000946048
17,1137.29,0.4759,0.64615,0.91945,0.78093,0.98572,0.89417,0.84676,0.3397,0.49519,0.82883,0.000938772,0.000938772,0.000938772
18,1202.48,0.45573,0.63408,0.91498,0.75448,0.99127,0.89348,0.834,0.38368,0.49255,0.84258,0.000931067,0.000931067,0.000931067
19,1267.52,0.45544,0.6153,0.91104,0.78523,0.98577,0.9014,0.85963,0.33676,0.47592,0.82544,0.000922942,0.000922942,0.000922942
20,1332.52,0.45851,0.6109,0.91301,0.79443,0.9623,0.90067,0.8478,0.35385,0.47779,0.83584,0.000914405,0.000914405,0.000914405
21,1397.37,0.45101,0.60695,0.91217,0.76064,0.99269,0.89508,0.84765,0.35866,0.48707,0.83615,0.000905463,0.000905463,0.000905463
22,1462.29,0.44348,0.59897,0.91175,0.7646,0.98607,0.89748,0.85254,0.34479,0.50833,0.83241,0.000896127,0.000896127,0.000896127
23,1527.54,0.44522,0.59359,0.91002,0.77979,0.9848,0.89098,0.85158,0.31003,0.47382,0.82281,0.000886404,0.000886404,0.000886404
24,1592.33,0.43817,0.59759,0.90835,0.78494,0.98066,0.89275,0.86486,0.29348,0.45372,0.80993,0.000876305,0.000876305,0.000876305
25,1657.33,0.42922,0.59362,0.90229,0.78785,0.99087,0.89811,0.85878,0.32374,0.46821,0.81995,0.000865839,0.000865839,0.000865839
26,1722.12,0.4366,0.58457,0.90685,0.7881,0.97625,0.89317,0.85123,0.32607,0.45493,0.82257,0.000855018,0.000855018,0.000855018
27,1787.15,0.43198,0.58421,0.90478,0.78115,0.98583,0.88774,0.85942,0.29167,0.46419,0.81737,0.000843851,0.000843851,0.000843851
28,1851.95,0.42315,0.58836,0.90485,0.7612,0.99352,0.88929,0.8412,0.34128,0.47537,0.82965,0.000832349,0.000832349,0.000832349
29,1916.92,0.42561,0.56795,0.90468,0.78667,0.98939,0.90843,0.87499,0.2858,0.45207,0.81156,0.000820525,0.000820525,0.000820525
30,1984.62,0.42005,0.57142,0.90507,0.7802,0.99356,0.89184,0.85934,0.30106,0.4488,0.81096,0.000808389,0.000808389,0.000808389
31,2049.59,0.4072,0.55068,0.89462,0.76937,0.99543,0.90025,0.87652,0.26481,0.43465,0.80642,0.000795954,0.000795954,0.000795954
32,2116.59,0.41484,0.55243,0.89895,0.77928,0.99146,0.89977,0.87446,0.28194,0.44332,0.80597,0.000783231,0.000783231,0.000783231
